,Dataset: COMPTON-1993 (COMP28ID),,,,,,,,,
,Data From (Title): Personnel Attrition Data,,,,,,,,,
,"Author: Compton, Jonathon W.",,,,,,,,,
,Organization: US Army TRADOC Systems Analysis Activity,,,,,,,,,
,"Address: White Sands Missile Range, New Mexico 88002",,,,,,,,,
,Publication Date: November 1983.,,,,,,,,,
,Classification: UNCLASSIFIED.,,,,,,,,,
,Source Available From: DTIC as AD-B085 206.,,,,,,,,,
,"Prepared By: Dr. Robert L. Helmbold, US Army Concepts Analysis Agency",,,,,,,,,
,Spreadsheet last revised: 17 November 1993.,,,,,,,,,
-,-,-,-,-,-,-,-,-,-,-
Seq.,Division,,Sub-Unit,Sub-Unit,Sub-Unit,,,,,
No.,Name,Date,Level 1,Level 2,Level 3,KIA,WIA,MIA,NB,Total
-,-,-,-,-,-,-,-,-,-,-
245,28th Infantry,11/03/1944,112TH RCT,229 FA BN,MED DET,--,1,--,--,1
246,28th Infantry,11/03/1944,112TH RCT,"C CO, 103 ENGR CBT BN",--,1,2,--,--,3
247,28th Infantry,11/03/1944,112TH RCT,"C CO, 103 MED DET",--,--,--,--,--,0
248,28th Infantry,11/03/1944,112TH RCT,"B CO, 86 CML BN",--,--,--,--,--,0
249,28th Infantry,11/03/1944,112TH RCT,"D CO, 86 CML BN",--,2,--,--,2,4
250,28th Infantry,11/03/1944,112TH RCT,A CO 707 TANK BN,--,--,3,--,3,6
251,28th Infantry,11/03/1944,112TH RCT,C CO 707 TANK BN,--,--,3,1,--,4
252,28th Infantry,11/03/1944,112TH RCT,20 ENGR CBT BN,HHC & SVC CO,--,--,--,--,0
253,28th Infantry,11/03/1944,112TH RCT,20 ENGR CBT BN,A CO,2,2,--,--,4
254,28th Infantry,11/03/1944,112TH RCT,20 ENGR CBT BN,B CO,--,--,--,1,1
255,28th Infantry,11/03/1944,112TH RCT,20 ENGR CBT BN,C CO,--,--,--,--,0
256,28th Infantry,11/03/1944,112TH RCT,20 ENGR CBT BN,MED DET,--,--,--,--,0
257,28th Infantry,11/03/1944,DIVARTY,HHC,--,--,--,--,--,0
258,28th Infantry,11/03/1944,DIVARTY,MED DET,--,--,--,--,--,0
259,28th Infantry,11/03/1944,DIVARTY,76 FA BN,HHB,--,--,--,--,0
260,28th Infantry,11/03/1944,DIVARTY,76 FA BN,SVC BTRY,--,--,--,--,0
261,28th Infantry,11/03/1944,DIVARTY,76 FA BN,A BTRY,--,--,--,--,0
262,28th Infantry,11/03/1944,DIVARTY,76 FA BN,B BTRY,--,--,--,--,0
263,28th Infantry,11/03/1944,DIVARTY,76 FA BN,C BTRY,--,--,--,--,0
264,28th Infantry,11/03/1944,DIVARTY,76 FA BN,MED DET,--,--,--,--,0
265,28th Infantry,11/03/1944,DIVARTY,108 FA BN,HHB,--,--,--,--,0
266,28th Infantry,11/03/1944,DIVARTY,108 FA BN,SVC BTRY,--,--,--,--,0
267,28th Infantry,11/03/1944,DIVARTY,108 FA BN,A BTRY,--,--,--,--,0
268,28th Infantry,11/03/1944,DIVARTY,108 FA BN,B BTRY,--,--,--,--,0
269,28th Infantry,11/03/1944,DIVARTY,108 FA BN,C BTRY,--,--,--,--,0
270,28th Infantry,11/03/1944,DIVARTY,108 FA BN,MED DET,--,--,--,--,0
271,28th Infantry,11/03/1944,DIVARTY,86 CML MORT (MTZ) BN (-),HHD,--,--,--,--,0
272,28th Infantry,11/03/1944,DIVARTY,86 CML MORT (MTZ) BN (-),A CO,--,--,--,--,0
273,28th Infantry,11/03/1944,DIVARTY,86 CML MORT (MTZ) BN (-),C CO,--,--,--,--,0
274,28th Infantry,11/03/1944,DIVARTY,86 CML MORT (MTZ) BN (-),MED DET,--,--,--,--,0
275,28th Infantry,11/03/1944,DIVARTY,87 CML MORT BN (-),D CO,--,--,--,1,1
276,28th Infantry,11/03/1944,DIVARTY,987 FA BN (-),A BTRY,--,--,--,--,0
277,28th Infantry,11/03/1944,DIVARTY,893 TD BN (-),HHC,--,--,--,--,0
278,28th Infantry,11/03/1944,DIVARTY,893 TD BN (-),RCN CO,--,--,--,--,0
279,28th Infantry,11/03/1944,DIVARTY,893 TD BN (-),B CO,--,1,--,--,1
280,28th Infantry,11/03/1944,DIVARTY,893 TD BN (-),C CO,--,--,--,--,0
281,28th Infantry,11/03/1944,DIVARTY,893 TD BN (-),MED DET,--,--,--,--,0
282,28th Infantry,11/03/1944,DIVARTY,707 TANK BN (-),HHC,--,--,--,3,3
283,28th Infantry,11/03/1944,DIVARTY,707 TANK BN (-),SVC CO,--,--,--,2,2
284,28th Infantry,11/03/1944,DIVARTY,707 TANK BN (-),A CO,--,--,--,--,0
285,28th Infantry,11/03/1944,DIVARTY,707 TANK BN (-),MED DET,--,--,--,--,0
286,28th Infantry,11/03/1944,DIV TRAINS,728 ORD LT MAINT CO,--,--,--,--,--,0
287,28th Infantry,11/03/1944,DIV TRAINS,103 MED BN (-),HHC,--,--,--,--,0
288,28th Infantry,11/03/1944,DIV TRAINS,103 MED BN (-),D CO,--,--,--,--,0
289,28th Infantry,11/03/1944,DIV TRAINS,SUPPORT TROOPS,"HQ, SP TROOPS",--,--,--,--,0
290,28th Infantry,11/03/1944,DIV TRAINS,SUPPORT TROOPS,MP PLATOON,--,--,--,--,0
291,28th Infantry,11/03/1944,DIV TRAINS,SUPPORT TROOPS,DIVISION BAND,--,--,--,--,0
292,28th Infantry,11/03/1944,DIV TRAINS,SUPPORT TROOPS,28 SIGNAL CO,--,--,--,--,0
293,28th Infantry,11/03/1944,DIV TRAINS,SUPPORT TROOPS,"MED DET, SP TROOPS",--,--,--,--,0
294,28th Infantry,11/03/1944,DIV TRAINS,28 QM CO,--,--,--,--,--,0
295,,,,,TOTAL,23,231,31,93,378
296,28th Infantry,11/04/1944,DIV HQ,HHC,--,--,--,--,--,0
297,28th Infantry,11/04/1944,DIV HQ,CIC DET,--,--,--,--,--,0
298,28th Infantry,11/04/1944,DIV HQ,103D ENGR CBT BN (-),HHC & SVC CO,--,--,--,--,0
299,28th Infantry,11/04/1944,DIV HQ,103D ENGR CBT BN (-),MED DET,--,1,--,--,1
300,28th Infantry,11/04/1944,DIV HQ,28TH RCN TRP (MECZ),--,--,--,--,--,0
301,28th Infantry,11/04/1944,DIV HQ,"D CO, 707 TANK BN",--,--,--,--,--,0
302,28th Infantry,11/04/1944,109TH RCT,"HQ, 109TH RCT",HHC,--,--,--,--,0
303,28th Infantry,11/04/1944,109TH RCT,"HQ, 109TH RCT",SVC CO,--,--,--,--,0
304,28th Infantry,11/04/1944,109TH RCT,"HQ, 109TH RCT",CANNON CO,--,--,--,--,0
305,28th Infantry,11/04/1944,109TH RCT,"HQ, 109TH RCT",ANTITANK CO,--,4,--,--,4
306,28th Infantry,11/04/1944,109TH RCT,"HQ, 109TH RCT",MED DET,1,3,--,1,5
307,28th Infantry,11/04/1944,109TH RCT,1ST BN,HHC,--,1,1,1,3
308,28th Infantry,11/04/1944,109TH RCT,1ST BN,A CO,--,12,--,1,13
309,28th Infantry,11/04/1944,109TH RCT,1ST BN,B CO,1,9,--,1,11
310,28th Infantry,11/04/1944,109TH RCT,1ST BN,C CO,--,10,--,1,11
311,28th Infantry,11/04/1944,109TH RCT,1ST BN,D CO,1,6,--,--,7
312,28th Infantry,11/04/1944,109TH RCT,2ND BN,HHC,--,--,--,--,0
313,28th Infantry,11/04/1944,109TH RCT,2ND BN,E CO,--,12,2,1,15
314,28th Infantry,11/04/1944,109TH RCT,2ND BN,F CO,--,1,--,--,1
315,28th Infantry,11/04/1944,109TH RCT,2ND BN,G CO,1,6,--,2,9
316,28th Infantry,11/04/1944,109TH RCT,2ND BN,H CO,--,1,--,3,4
317,28th Infantry,11/04/1944,109TH RCT,3D BN,HHC,--,--,--,--,0
318,28th Infantry,11/04/1944,109TH RCT,3D BN,I CO,--,4,11,2,17
319,28th Infantry,11/04/1944,109TH RCT,3D BN,K CO,1,--,--,1,2
320,28th Infantry,11/04/1944,109TH RCT,3D BN,L CO,--,1,--,--,1
321,28th Infantry,11/04/1944,109TH RCT,3D BN,M CO,--,1,--,--,1
322,28th Infantry,11/04/1944,109TH RCT,107TH FA BN,HHB,--,--,--,--,0
323,28th Infantry,11/04/1944,109TH RCT,107TH FA BN,SVC BTRY,--,--,--,--,0
324,28th Infantry,11/04/1944,109TH RCT,107TH FA BN,A BTRY,--,--,1,--,1
325,28th Infantry,11/04/1944,109TH RCT,107TH FA BN,B BTRY,--,--,--,1,1
326,28th Infantry,11/04/1944,109TH RCT,107TH FA BN,C BTRY,--,--,--,--,0
327,28th Infantry,11/04/1944,109TH RCT,107TH FA BN,MED DET,--,--,--,--,0
328,28th Infantry,11/04/1944,109TH RCT,"A CO, 103 ENGR CBT BN",--,--,2,--,--,2
329,28th Infantry,11/04/1944,109TH RCT,"A CO, 103 MED BN",--,--,--,--,--,0
330,28th Infantry,11/04/1944,109TH RCT,146 ENGR CBT BN (-),HHC & SVC CO,--,--,--,--,0
331,28th Infantry,11/04/1944,109TH RCT,146 ENGR CBT BN (-),C CO,--,--,--,--,0
332,28th Infantry,11/04/1944,109TH RCT,146 ENGR CBT BN (-),MED DET,--,--,--,--,0
333,28th Infantry,11/04/1944,110TH RCT,"HQ, 110TH RCT",HHC,--,3,--,--,3
334,28th Infantry,11/04/1944,110TH RCT,"HQ, 110TH RCT",SVC CO,--,--,--,--,0
335,28th Infantry,11/04/1944,110TH RCT,"HQ, 110TH RCT",CANNON CO,--,--,--,--,0
336,28th Infantry,11/04/1944,110TH RCT,"HQ, 110TH RCT",ANTITANK CO,--,--,--,--,0
337,28th Infantry,11/04/1944,110TH RCT,"HQ, 110TH RCT",MED DET,--,--,--,--,0
338,28th Infantry,11/04/1944,110TH RCT,1ST BN,HHC,--,--,--,--,0
339,28th Infantry,11/04/1944,110TH RCT,1ST BN,A CO,1,9,--,3,13
340,28th Infantry,11/04/1944,110TH RCT,1ST BN,B CO,--,29,--,6,35
341,28th Infantry,11/04/1944,110TH RCT,1ST BN,C CO,--,22,--,2,24
342,28th Infantry,11/04/1944,110TH RCT,1ST BN,D CO,--,--,--,--,0
343,28th Infantry,11/04/1944,110TH RCT,2D BN,HHC,--,--,--,--,0
344,28th Infantry,11/04/1944,110TH RCT,2D BN,E CO,--,1,--,1,2
345,28th Infantry,11/04/1944,110TH RCT,2D BN,F CO,2,5,--,--,7
346,28th Infantry,11/04/1944,110TH RCT,2D BN,G CO,--,2,--,--,2
347,28th Infantry,11/04/1944,110TH RCT,2D BN,H CO,--,--,--,--,0
348,28th Infantry,11/04/1944,110TH RCT,3D BN,HHC,--,--,--,1,1
349,28th Infantry,11/04/1944,110TH RCT,3D BN,I CO,1,7,--,3,11
350,28th Infantry,11/04/1944,110TH RCT,3D BN,K CO,--,--,--,1,1
351,28th Infantry,11/04/1944,110TH RCT,3D BN,L CO,--,2,--,2,4
352,28th Infantry,11/04/1944,110TH RCT,3D BN,M CO,--,1,--,1,2
353,28th Infantry,11/04/1944,110TH RCT,109TH FA BN,HHB,--,--,--,1,1
354,28th Infantry,11/04/1944,110TH RCT,109TH FA BN,SVC BTRY,--,--,--,1,1
355,28th Infantry,11/04/1944,110TH RCT,109TH FA BN,A BTRY,--,--,--,--,0
356,28th Infantry,11/04/1944,110TH RCT,109TH FA BN,B BTRY,--,--,--,1,1
357,28th Infantry,11/04/1944,110TH RCT,109TH FA BN,C BTRY,--,--,--,--,0
358,28th Infantry,11/04/1944,110TH RCT,109TH FA BN,MED DET,--,--,--,--,0
359,28th Infantry,11/04/1944,110TH RCT,"B CO, 103 ENGR CBT BN",--,--,--,--,2,2
360,28th Infantry,11/04/1944,110TH RCT,"B CO, 103 MED BN",--,--,--,--,--,0
361,28th Infantry,11/04/1944,110TH RCT,1340 ENGR CBT BN,HHC & SVC CO,--,--,--,--,0
362,28th Infantry,11/04/1944,110TH RCT,1340 ENGR CBT BN,A CO,--,--,--,--,0
363,28th Infantry,11/04/1944,110TH RCT,1340 ENGR CBT BN,B CO,--,--,--,--,0
364,28th Infantry,11/04/1944,110TH RCT,1340 ENGR CBT BN,C CO,--,--,--,--,0
365,28th Infantry,11/04/1944,110TH RCT,1340 ENGR CBT BN,MED DET,--,--,--,--,0
366,28th Infantry,11/04/1944,110TH RCT,"A CO, 146 ENGR CBT BN",--,--,--,--,--,0
367,28th Infantry,11/04/1944,110TH RCT,"B CO, 707 TANK BN",--,--,--,--,--,0
368,28th Infantry,11/04/1944,112TH RCT,"HQ, 112 RCT",HHC,--,2,1,--,3
369,28th Infantry,11/04/1944,112TH RCT,"HQ, 112 RCT",SVC CO,--,--,--,--,0
370,28th Infantry,11/04/1944,112TH RCT,"HQ, 112 RCT",CANNON CO,--,--,--,--,0
371,28th Infantry,11/04/1944,112TH RCT,"HQ, 112 RCT",ANTITANK CO,--,1,2,--,3
372,28th Infantry,11/04/1944,112TH RCT,"HQ, 112 RCT",MED DET,--,--,1,4,5
373,28th Infantry,11/04/1944,112TH RCT,1ST BN,HHC,--,--,--,--,0
374,28th Infantry,11/04/1944,112TH RCT,1ST BN,A CO,--,3,5,1,9
375,28th Infantry,11/04/1944,112TH RCT,1ST BN,B CO,1,--,--,1,2
376,28th Infantry,11/04/1944,112TH RCT,1ST BN,C CO,1,6,1,4,12
377,28th Infantry,11/04/1944,112TH RCT,1ST BN,D CO,--,3,--,1,4
378,28th Infantry,11/04/1944,112TH RCT,2D BN,HHC,1,--,--,3,4
379,28th Infantry,11/04/1944,112TH RCT,2D BN,E CO,--,4,7,--,11
380,28th Infantry,11/04/1944,112TH RCT,2D BN,F CO,--,--,4,1,5
381,28th Infantry,11/04/1944,112TH RCT,2D BN,G CO,--,2,2,1,5
382,28th Infantry,11/04/1944,112TH RCT,2D BN,H CO,--,--,--,--,0
383,28th Infantry,11/04/1944,112TH RCT,3D BN,HHC,--,4,--,2,6
384,28th Infantry,11/04/1944,112TH RCT,3D BN,I CO,--,5,--,2,7
385,28th Infantry,11/04/1944,112TH RCT,3D BN,K CO,--,4,--,1,5
386,28th Infantry,11/04/1944,112TH RCT,3D BN,L CO,--,4,--,--,4
387,28th Infantry,11/04/1944,112TH RCT,3D BN,M CO,--,5,2,2,9
388,28th Infantry,11/04/1944,112TH RCT,229 FA BN,HHB,1,1,--,--,2
389,28th Infantry,11/04/1944,112TH RCT,229 FA BN,SVC BTRY,--,--,--,--,0
390,28th Infantry,11/04/1944,112TH RCT,229 FA BN,A BTRY,--,--,--,--,0
391,28th Infantry,11/04/1944,112TH RCT,229 FA BN,B BTRY,--,--,--,1,1
392,28th Infantry,11/04/1944,112TH RCT,229 FA BN,C BTRY,--,--,--,--,0
393,28th Infantry,11/04/1944,112TH RCT,229 FA BN,MED DET,--,--,--,--,0
394,28th Infantry,11/04/1944,112TH RCT,"C CO, 103 ENGR CBT BN",--,--,--,--,1,1
395,28th Infantry,11/04/1944,112TH RCT,"C CO, 103 MED DET",--,--,--,--,--,0
396,28th Infantry,11/04/1944,112TH RCT,"B CO, 86 CML BN",--,--,--,--,--,0
397,28th Infantry,11/04/1944,112TH RCT,"D CO, 86 CML BN",--,--,--,--,--,0
398,28th Infantry,11/04/1944,112TH RCT,A CO 707 TANK BN,--,--,2,--,--,2
399,28th Infantry,11/04/1944,112TH RCT,C CO 707 TANK BN,--,--,2,--,--,2
400,28th Infantry,11/04/1944,112TH RCT,20 ENGR CBT BN,HHC & SVC CO,--,1,--,--,1
401,28th Infantry,11/04/1944,112TH RCT,20 ENGR CBT BN,A CO,--,10,--,--,10
402,28th Infantry,11/04/1944,112TH RCT,20 ENGR CBT BN,B CO,--,--,--,1,1
403,28th Infantry,11/04/1944,112TH RCT,20 ENGR CBT BN,C CO,--,--,--,--,0
404,28th Infantry,11/04/1944,112TH RCT,20 ENGR CBT BN,MED DET,--,--,--,--,0
405,28th Infantry,11/04/1944,DIVARTY,HHC,--,--,--,--,1,1
406,28th Infantry,11/04/1944,DIVARTY,MED DET,--,--,--,--,--,0
407,28th Infantry,11/04/1944,DIVARTY,76 FA BN,HHB,--,--,--,--,0
408,28th Infantry,11/04/1944,DIVARTY,76 FA BN,SVC BTRY,--,--,--,--,0
409,28th Infantry,11/04/1944,DIVARTY,76 FA BN,A BTRY,--,2,--,--,2
410,28th Infantry,11/04/1944,DIVARTY,76 FA BN,B BTRY,--,--,--,--,0
411,28th Infantry,11/04/1944,DIVARTY,76 FA BN,C BTRY,--,--,--,--,0
412,28th Infantry,11/04/1944,DIVARTY,76 FA BN,MED DET,--,--,--,--,0
413,28th Infantry,11/04/1944,DIVARTY,108 FA BN,HHB,--,--,--,--,0
414,28th Infantry,11/04/1944,DIVARTY,108 FA BN,SVC BTRY,--,--,--,--,0
415,28th Infantry,11/04/1944,DIVARTY,108 FA BN,A BTRY,--,--,--,--,0
416,28th Infantry,11/04/1944,DIVARTY,108 FA BN,B BTRY,--,--,--,--,0
417,28th Infantry,11/04/1944,DIVARTY,108 FA BN,C BTRY,--,--,--,--,0
418,28th Infantry,11/04/1944,DIVARTY,108 FA BN,MED DET,--,--,--,--,0
419,28th Infantry,11/04/1944,DIVARTY,86 CML MORT (MTZ) BN (-),HHD,--,--,--,--,0
420,28th Infantry,11/04/1944,DIVARTY,86 CML MORT (MTZ) BN (-),A CO,--,2,--,--,2
421,28th Infantry,11/04/1944,DIVARTY,86 CML MORT (MTZ) BN (-),C CO,--,--,--,--,0
422,28th Infantry,11/04/1944,DIVARTY,86 CML MORT (MTZ) BN (-),MED DET,--,--,--,--,0
423,28th Infantry,11/04/1944,DIVARTY,87 CML MORT BN (-),D CO,--,--,--,--,0
424,28th Infantry,11/04/1944,DIVARTY,987 FA BN (-),A BTRY,--,--,--,--,0
425,28th Infantry,11/04/1944,DIVARTY,893 TD BN (-),HHC,--,--,--,--,0
426,28th Infantry,11/04/1944,DIVARTY,893 TD BN (-),RCN CO,--,--,--,--,0
427,28th Infantry,11/04/1944,DIVARTY,893 TD BN (-),B CO,--,--,--,--,0
428,28th Infantry,11/04/1944,DIVARTY,893 TD BN (-),C CO,--,--,--,--,0
429,28th Infantry,11/04/1944,DIVARTY,893 TD BN (-),MED DET,--,--,--,--,0
430,28th Infantry,11/04/1944,DIVARTY,707 TANK BN (-),HHC,--,--,--,--,0
431,28th Infantry,11/04/1944,DIVARTY,707 TANK BN (-),SVC CO,--,1,--,--,1
432,28th Infantry,11/04/1944,DIVARTY,707 TANK BN (-),A CO,--,--,--,--,0
433,28th Infantry,11/04/1944,DIVARTY,707 TANK BN (-),MED DET,--,--,--,--,0
434,28th Infantry,11/04/1944,DIV TRAINS,728 ORD LT MAINT CO,--,--,--,--,--,0
435,28th Infantry,11/04/1944,DIV TRAINS,103 MED BN (-),HHC,--,--,--,--,0
436,28th Infantry,11/04/1944,DIV TRAINS,103 MED BN (-),D CO,--,--,--,--,0
437,28th Infantry,11/04/1944,DIV TRAINS,SUPPORT TROOPS,"HQ, SP TROOPS",--,--,--,--,0
438,28th Infantry,11/04/1944,DIV TRAINS,SUPPORT TROOPS,MP PLATOON,--,--,--,--,0
439,28th Infantry,11/04/1944,DIV TRAINS,SUPPORT TROOPS,DIVISION BAND,--,--,--,--,0
440,28th Infantry,11/04/1944,DIV TRAINS,SUPPORT TROOPS,28 SIGNAL CO,--,--,--,1,1
441,28th Infantry,11/04/1944,DIV TRAINS,SUPPORT TROOPS,"MED DET, SP TROOPS",--,--,--,--,0
442,28th Infantry,11/04/1944,DIV TRAINS,28 QM CO,--,--,--,--,1,1
443,,,,,TOTAL,13,219,40,69,341
444,28th Infantry,11/05/1944,DIV HQ,HHC,--,--,--,--,--,0
445,28th Infantry,11/05/1944,DIV HQ,CIC DET,--,--,--,--,--,0
446,28th Infantry,11/05/1944,DIV HQ,103D ENGR CBT BN (-),HHC & SVC CO,--,--,--,--,0
447,28th Infantry,11/05/1944,DIV HQ,103D ENGR CBT BN (-),MED DET,--,--,--,--,0
448,28th Infantry,11/05/1944,DIV HQ,28TH RCN TRP (MECZ),--,--,--,--,2,2
449,28th Infantry,11/05/1944,DIV HQ,"D CO, 707 TANK BN",--,--,--,--,--,0
450,28th Infantry,11/05/1944,109TH RCT,"HQ, 109TH RCT",HHC,--,--,--,--,0
451,28th Infantry,11/05/1944,109TH RCT,"HQ, 109TH RCT",SVC CO,--,--,--,--,0
452,28th Infantry,11/05/1944,109TH RCT,"HQ, 109TH RCT",CANNON CO,--,--,--,--,0
453,28th Infantry,11/05/1944,109TH RCT,"HQ, 109TH RCT",ANTITANK CO,--,--,--,1,1
454,28th Infantry,11/05/1944,109TH RCT,"HQ, 109TH RCT",MED DET,--,--,--,--,0
455,28th Infantry,11/05/1944,109TH RCT,1ST BN,HHC,--,--,1,--,1
456,28th Infantry,11/05/1944,109TH RCT,1ST BN,A CO,--,2,4,1,7
457,28th Infantry,11/05/1944,109TH RCT,1ST BN,B CO,--,2,--,1,3
458,28th Infantry,11/05/1944,109TH RCT,1ST BN,C CO,--,2,1,2,5
459,28th Infantry,11/05/1944,109TH RCT,1ST BN,D CO,--,2,4,1,7
460,28th Infantry,11/05/1944,109TH RCT,2ND BN,HHC,--,--,--,--,0
461,28th Infantry,11/05/1944,109TH RCT,2ND BN,E CO,--,1,5,1,7
462,28th Infantry,11/05/1944,109TH RCT,2ND BN,F CO,--,4,--,2,6
463,28th Infantry,11/05/1944,109TH RCT,2ND BN,G CO,--,7,2,1,10
464,28th Infantry,11/05/1944,109TH RCT,2ND BN,H CO,--,1,--,1,2
465,28th Infantry,11/05/1944,109TH RCT,3D BN,HHC,--,--,--,--,0
466,28th Infantry,11/05/1944,109TH RCT,3D BN,I CO,--,1,--,1,2
467,28th Infantry,11/05/1944,109TH RCT,3D BN,K CO,--,9,--,--,9
468,28th Infantry,11/05/1944,109TH RCT,3D BN,L CO,--,1,--,1,2
469,28th Infantry,11/05/1944,109TH RCT,3D BN,M CO,1,3,--,--,4
470,28th Infantry,11/05/1944,109TH RCT,107TH FA BN,HHB,--,--,--,1,1
471,28th Infantry,11/05/1944,109TH RCT,107TH FA BN,SVC BTRY,--,--,--,--,0
472,28th Infantry,11/05/1944,109TH RCT,107TH FA BN,A BTRY,--,--,--,--,0
473,28th Infantry,11/05/1944,109TH RCT,107TH FA BN,B BTRY,--,--,--,--,0
474,28th Infantry,11/05/1944,109TH RCT,107TH FA BN,C BTRY,--,--,--,--,0
475,28th Infantry,11/05/1944,109TH RCT,107TH FA BN,MED DET,--,--,--,--,0
476,28th Infantry,11/05/1944,109TH RCT,"A CO, 103 ENGR CBT BN",--,--,--,--,1,1
477,28th Infantry,11/05/1944,109TH RCT,"A CO, 103 MED BN",--,--,--,--,--,0
478,28th Infantry,11/05/1944,109TH RCT,146 ENGR CBT BN (-),HHC & SVC CO,--,--,--,2,2
479,28th Infantry,11/05/1944,109TH RCT,146 ENGR CBT BN (-),C CO,--,--,--,--,0
480,28th Infantry,11/05/1944,109TH RCT,146 ENGR CBT BN (-),MED DET,--,--,--,--,0
481,28th Infantry,11/05/1944,110TH RCT,"HQ, 110TH RCT",HHC,--,--,--,--,0
482,28th Infantry,11/05/1944,110TH RCT,"HQ, 110TH RCT",SVC CO,--,--,--,--,0
483,28th Infantry,11/05/1944,110TH RCT,"HQ, 110TH RCT",CANNON CO,--,--,--,--,0
484,28th Infantry,11/05/1944,110TH RCT,"HQ, 110TH RCT",ANTITANK CO,--,--,--,--,0
485,28th Infantry,11/05/1944,110TH RCT,"HQ, 110TH RCT",MED DET,--,--,1,--,1
486,28th Infantry,11/05/1944,110TH RCT,1ST BN,HHC,1,--,--,1,2
487,28th Infantry,11/05/1944,110TH RCT,1ST BN,A CO,3,8,--,2,13
488,28th Infantry,11/05/1944,110TH RCT,1ST BN,B CO,--,--,--,--,0
489,28th Infantry,11/05/1944,110TH RCT,1ST BN,C CO,3,12,--,--,15
490,28th Infantry,11/05/1944,110TH RCT,1ST BN,D CO,--,2,--,--,2
491,28th Infantry,11/05/1944,110TH RCT,2D BN,HHC,--,--,--,--,0
492,28th Infantry,11/05/1944,110TH RCT,2D BN,E CO,--,5,--,11,16
493,28th Infantry,11/05/1944,110TH RCT,2D BN,F CO,--,2,--,--,2
494,28th Infantry,11/05/1944,110TH RCT,2D BN,G CO,--,1,--,--,1
495,28th Infantry,11/05/1944,110TH RCT,2D BN,H CO,--,--,--,--,0
496,28th Infantry,11/05/1944,110TH RCT,3D BN,HHC,--,--,--,--,0
497,28th Infantry,11/05/1944,110TH RCT,3D BN,I CO,3,4,--,1,8
498,28th Infantry,11/05/1944,110TH RCT,3D BN,K CO,3,--,5,--,8
499,28th Infantry,11/05/1944,110TH RCT,3D BN,L CO,--,1,1,--,2
500,28th Infantry,11/05/1944,110TH RCT,3D BN,M CO,1,--,--,--,1
501,28th Infantry,11/05/1944,110TH RCT,109TH FA BN,HHB,--,--,--,--,0
502,28th Infantry,11/05/1944,110TH RCT,109TH FA BN,SVC BTRY,--,--,--,--,0
503,28th Infantry,11/05/1944,110TH RCT,109TH FA BN,A BTRY,--,--,--,--,0
504,28th Infantry,11/05/1944,110TH RCT,109TH FA BN,B BTRY,--,--,--,--,0
505,28th Infantry,11/05/1944,110TH RCT,109TH FA BN,C BTRY,--,--,--,--,0
506,28th Infantry,11/05/1944,110TH RCT,109TH FA BN,MED DET,--,--,--,--,0
507,28th Infantry,11/05/1944,110TH RCT,"B CO, 103 ENGR CBT BN",--,--,--,--,--,0
508,28th Infantry,11/05/1944,110TH RCT,"B CO, 103 MED BN",--,--,--,--,--,0
509,28th Infantry,11/05/1944,110TH RCT,1340 ENGR CBT BN,HHC & SVC CO,--,--,--,--,0
510,28th Infantry,11/05/1944,110TH RCT,1340 ENGR CBT BN,A CO,--,--,--,--,0
511,28th Infantry,11/05/1944,110TH RCT,1340 ENGR CBT BN,B CO,--,--,--,--,0
512,28th Infantry,11/05/1944,110TH RCT,1340 ENGR CBT BN,C CO,--,--,--,--,0
513,28th Infantry,11/05/1944,110TH RCT,1340 ENGR CBT BN,MED DET,--,--,--,--,0
514,28th Infantry,11/05/1944,110TH RCT,"A CO, 146 ENGR CBT BN",--,--,--,--,--,0
515,28th Infantry,11/05/1944,112TH RCT,"HQ, 112 RCT",HHC,--,1,--,2,3
516,28th Infantry,11/05/1944,112TH RCT,"HQ, 112 RCT",SVC CO,--,--,--,--,0
517,28th Infantry,11/05/1944,112TH RCT,"HQ, 112 RCT",CANNON CO,--,2,--,--,2
518,28th Infantry,11/05/1944,112TH RCT,"HQ, 112 RCT",ANTITANK CO,--,--,--,--,0
519,28th Infantry,11/05/1944,112TH RCT,"HQ, 112 RCT",MED DET,--,3,3,1,7
520,28th Infantry,11/05/1944,112TH RCT,1ST BN,HHC,--,--,6,--,6
521,28th Infantry,11/05/1944,112TH RCT,1ST BN,A CO,--,10,--,1,11
522,28th Infantry,11/05/1944,112TH RCT,1ST BN,B CO,--,--,--,4,4
523,28th Infantry,11/05/1944,112TH RCT,1ST BN,C CO,--,2,--,3,5
524,28th Infantry,11/05/1944,112TH RCT,1ST BN,D CO,1,--,--,1,2
525,28th Infantry,11/05/1944,112TH RCT,2D BN,HHC,2,1,--,4,7
526,28th Infantry,11/05/1944,112TH RCT,2D BN,E CO,--,3,--,3,6
527,28th Infantry,11/05/1944,112TH RCT,2D BN,F CO,--,4,--,1,5
528,28th Infantry,11/05/1944,112TH RCT,2D BN,G CO,--,3,2,2,7
529,28th Infantry,11/05/1944,112TH RCT,2D BN,H CO,1,3,--,4,8
530,28th Infantry,11/05/1944,112TH RCT,3D BN,HHC,--,3,--,2,5
531,28th Infantry,11/05/1944,112TH RCT,3D BN,I CO,1,14,--,8,23
532,28th Infantry,11/05/1944,112TH RCT,3D BN,K CO,--,--,--,1,1
